,Adresse,Post nr.,Pris,År,Størrelse (m2),Værelser,Toiletter,Handel
8358,Jagtvej 78,5000 Odense C,6600000.0,2021,170,6,2,Fri handel
8359,Stigevej 260,"Stige, 5270 Odense N",1750000.0,2021,90,3,1,Fri handel
8360,Kirkelundvej 41,"Bellinge, 5250 Odense SV",2445000.0,2021,120,4,2,Fri handel
8361,"Dankvart Dreyers Vej 28, st.",5230 Odense M,1795000.0,2021,87,3,1,Fri handel
8362,Julagervænget 79,"Hjallese, 5260 Odense S",3395000.0,2021,199,6,2,Fri handel
8363,Hjejlebakken 5,"Snestrup, 5210 Odense NV",2395000.0,2021,128,5,2,Fri handel
8364,Møllevej 14,"Skt Klemens, 5260 Odense S",2050000.0,2021,192,6,2,Fri handel
8365,"Fengersvej 3, 2.",5230 Odense M,1835000.0,2021,81,3,1,Fri handel
8366,"Dankvart Dreyers Vej 28, 1.",5230 Odense M,1795000.0,2021,87,3,1,Fri handel
8367,"Johannevej 23, 1.",5000 Odense C,1995000.0,2021,85,3,1,Fri handel
8368,Lundekærsvej 78,"Bellinge, 5250 Odense SV",2325000.0,2021,161,6,2,Fri handel
8369,Ejlstrupvej 231A,"Ejlstrup, 5200 Odense V",323000.0,2021,120,3,1,Fri handel
8370,"Johannevej 23, st.",5000 Odense C,1995000.0,2021,87,3,1,Fri handel
8371,Rugårdsvej 365,"Villestofte, 5210 Odense NV",1200000.0,2021,81,3,2,Fri handel
8372,Rahbeksvej 24,5230 Odense M,5500000.0,2021,144,6,2,Fri handel
8373,Bogensevej 381,"Næsbyhoved-Broby, 5270 Odense N",1425000.0,2021,248,6,2,Fri handel
8374,"Danmarksgade 5, 2.",5000 Odense C,5375000.0,2021,73,3,1,Fri handel
8375,"Danmarksgade 5, st.",5000 Odense C,5375000.0,2021,84,4,1,Fri handel
8376,Sigurd Rings Vej 34,"Bolbro, 5200 Odense V",3250000.0,2021,157,6,2,Fri handel
8377,"Danmarksgade 5, 1.",5000 Odense C,5375000.0,2021,88,4,1,Fri handel
8378,"Floravænget 46, 1.","Dalum, 5250 Odense SV",880000.0,2021,58,2,1,Fri handel
8379,Guldrankevej 90,5200 Odense V,2995000.0,2021,114,3,2,Fri handel
8380,Poppelvej 69,5230 Odense M,3445000.0,2021,106,3,2,Fri handel
8381,Mågebakken 33,"Sanderum, 5250 Odense SV",2600000.0,2021,140,5,2,Fri handel
8382,Jagtvej 35,5000 Odense C,3050000.0,2021,122,3,1,Fri handel
8383,Havremarken 23,"Hjallese, 5260 Odense S",3400000.0,2021,129,5,2,Fri handel
8384,Poul Nielsens Vænge 40,"Bellinge, 5250 Odense SV",1770000.0,2021,96,4,1,Fri handel
8385,Godthåbsgade 13,5000 Odense C,3187500.0,2021,89,3,1,Fri handel
8386,"Bredstedgade 38, 1. 5.",5000 Odense C,1611001.0,2021,63,2,1,Fri handel
8387,"Floravænget 13, 2. mf.","Dalum, 5250 Odense SV",665000.0,2021,43,1,1,Fri handel
8388,"Guldrankevej 1, 2. 4.",5200 Odense V,2265000.0,2021,80,2,1,Fri handel
8389,Vægtens Kvarter 295,"Holluf Pile, 5220 Odense SØ",1465000.0,2021,76,3,1,Fri handel
8390,"Nørrevoldgade 7, 1. th.",5000 Odense C,1920000.0,2021,89,3,1,Fri handel
8391,Østbirkvej 3,"Seden, 5240 Odense NØ",2375000.0,2021,135,5,3,Fri handel
8392,"Louisevænget 14, st. 20.","Næsby, 5270 Odense N",435000.0,2021,29,1,1,Fri handel
8393,Lindeallé 9,5230 Odense M,8000000.0,2021,162,6,1,Fri handel
8394,Demantsvænget 26,"Hjallese, 5260 Odense S",3900000.0,2021,165,5,3,Fri handel
8395,Tranehøjen 276,"Dyrup, 5250 Odense SV",1635000.0,2021,75,3,1,Fri handel
8396,"Floravænget 7, 2. th.","Dalum, 5250 Odense SV",1120000.0,2021,85,3,1,Fri handel
8397,Tingløkkevej 13,"Dalum, 5250 Odense SV",3875000.0,2021,97,3,1,Fri handel
8398,Åbakkevej 53,"Korup, 5210 Odense NV",1900000.0,2021,132,4,2,Fri handel
8399,"Ternevej 113, st.","Snestrup, 5210 Odense NV",1174574.0,2021,76,3,1,Fri handel
8400,Ærenprisvej 18,5000 Odense C,3050000.0,2021,104,4,2,Fri handel
8401,Gransangervej 9,"Snestrup, 5210 Odense NV",5495000.0,2021,260,8,3,Fri handel
8402,Benediktes Allé 16,"Dalum, 5250 Odense SV",4145000.0,2021,72,5,2,Fri handel
8403,Bygmarksvej 33,"Tarup, 5210 Odense NV",2400000.0,2021,167,4,2,Fri handel
8404,Kærnehøjvej 80,"Højby, 5260 Odense S",2250000.0,2021,125,4,2,Fri handel
8405,"Promenadebyen 2, 4. 3.",5000 Odense C,5420000.0,2021,128,2,1,Fri handel
8406,Rosenholmvænget 16,"Søhus, 5270 Odense N",1675000.0,2021,110,4,1,Fri handel
8407,Emilievej 12,5000 Odense C,3600000.0,2021,136,5,2,Fri handel
8408,Lindeskovhaven 11,"Højby, 5260 Odense S",4245000.0,2021,178,6,2,Fri handel
8409,Kildegårdsvej 265,5240 Odense NØ,2195000.0,2021,177,7,2,Fri handel
8410,"Rødegårdsvej 13, 1.",5000 Odense C,3025000.0,2021,107,3,1,Fri handel
8411,Clausens Allé 1A,"Dalum, 5250 Odense SV",4350000.0,2021,141,6,3,Fri handel
8412,Bådvej 9,5240 Odense NØ,2235000.0,2021,207,5,3,Fri handel
8413,Prins Haralds Allé 184,"Sanderum, 5250 Odense SV",3145000.0,2021,122,5,2,Fri handel
8414,H.J. Poulsens Allé 80,"Sanderum, 5250 Odense SV",2210000.0,2021,160,5,2,Fri handel
8415,Åsumvej 321,5240 Odense NØ,1700000.0,2021,112,4,1,Fri handel
8416,Bronzevej 76,"Bellinge, 5250 Odense SV",936380.0,2021,150,5,2,Fri handel
8417,Vægtens Kvarter 376,"Holluf Pile, 5220 Odense SØ",2550000.0,2021,136,5,1,Fri handel
8418,Billesgade 14,5000 Odense C,4395000.0,2021,183,7,2,Fri handel
8419,Flittig Lise Vej 106,"Bellinge, 5250 Odense SV",2395000.0,2021,151,6,1,Fri handel
8420,"Ellekærsvej 12, st.","Dalum, 5250 Odense SV",2700000.0,2021,86,3,1,Fri handel
8421,Hjortetakken 15,"Bellinge, 5250 Odense SV",832595.0,2021,168,5,2,Fri handel
8422,"Ellekærsvej 12, 1.","Dalum, 5250 Odense SV",2700000.0,2021,81,3,1,Fri handel
8423,Thordahls Allé 7,"Dalum, 5250 Odense SV",3195000.0,2021,108,4,1,Fri handel
8424,Guldsmedevænget 149,"Hjallese, 5260 Odense S",1600000.0,2021,89,4,1,Fri handel
8425,Stadionvej 99,"Bolbro, 5200 Odense V",2650000.0,2021,116,5,2,Fri handel
8426,"Nørrevoldgade 28, st.",5000 Odense C,2095000.0,2021,68,2,1,Fri handel
8427,Birkum Kohave Vej 43,"Birkum, 5220 Odense SØ",875000.0,2021,109,3,1,Fri handel
8428,Bavnedamvej 21,"Elmelund, 5200 Odense V",1001000.0,2021,180,4,1,Fri handel
8429,Godhedsmindevej 35,"Hjallese, 5260 Odense S",2795000.0,2021,120,5,2,Fri handel
8430,"Nørrevoldgade 28, 1.",5000 Odense C,2095000.0,2021,58,2,1,Fri handel
8431,Musvågevej 215,"Snestrup, 5210 Odense NV",2156000.0,2021,122,4,2,Fri handel
8432,"Christmas Møllers Vej 1, st. 3.","Bolbro, 5200 Odense V",1400000.0,2021,70,2,1,Fri handel
8433,Herluf Trolles Vej 403,5220 Odense SØ,3250000.0,2021,153,5,2,Fri handel
8434,"Nyvangsvej 10, 1. tv.",5000 Odense C,1376000.0,2021,60,2,1,Fri handel
8435,Herluf Trolles Vej 285,5220 Odense SØ,3595000.0,2021,176,5,2,Fri handel
8436,Nøddevænget 10,5000 Odense C,1995000.0,2021,89,4,1,Fri handel
8437,Niels Juels Allé 24,"Sanderum, 5250 Odense SV",3700000.0,2021,125,4,2,Fri handel
8438,Allerup Bygade 24,"Allerup, 5220 Odense SØ",1200000.0,2021,144,5,1,Fri handel
8439,Brørupvænget 9,"Bolbro, 5200 Odense V",1855000.0,2021,105,4,1,Fri handel
8440,Skippervænget 8,5000 Odense C,11050.0,2021,128,4,2,Fri handel
8441,Rahbeksvej 19,5230 Odense M,5450000.0,2021,170,6,3,Fri handel
8442,Otte Ruds Vej 130,5220 Odense SØ,1475000.0,2021,66,3,1,Fri handel
8443,Mogensensvej 19,5000 Odense C,3805000.0,2021,150,5,1,Fri handel
8444,Gærdet 1,"Næsby, 5270 Odense N",2095000.0,2021,141,6,2,Fri handel
8445,Dybdevej 21,"Bolbro, 5200 Odense V",2975000.0,2021,130,5,2,Fri handel
8446,Højvang 125,"Næsby, 5270 Odense N",1600000.0,2021,94,4,1,Fri handel
8447,"Helenevej 23, 1.",5000 Odense C,2235000.0,2021,90,3,1,Fri handel
8448,Christiansgade 60,5000 Odense C,2320000.0,2021,133,4,2,Fri handel
8449,Skt. Jørgens Engen 15,5000 Odense C,2695000.0,2021,100,4,2,Fri handel
8450,"Schacksgade 24, 2. th.",5000 Odense C,2595000.0,2021,113,3,1,Fri handel
8451,Persillehaven 43,"Bullerup, 5320 Agedrup",910000.0,2021,160,5,2,Fri handel
8452,Vibekevej 22,"Dyrup, 5250 Odense SV",3150000.0,2021,122,4,2,Fri handel
8453,Gammel Højmevej 84,"Højme, 5250 Odense SV",2025000.0,2021,130,4,2,Fri handel
8454,Sleppevangen 25,"Søhus, 5270 Odense N",2395000.0,2021,130,5,2,Fri handel
8455,Rismarksvej 28,"Bolbro, 5200 Odense V",1995000.0,2021,87,4,1,Fri handel
8456,Østparken 56,"Fraugde, 5220 Odense SØ",2195000.0,2021,135,4,2,Fri handel
8457,"Thuresensgade 9A, 2. tv.",5000 Odense C,1225000.0,2021,48,2,1,Fri handel
8458,Langelinie 158,5230 Odense M,7750000.0,2021,170,5,2,Fri handel
8459,Ugletoften 54,"Højby, 5260 Odense S",1795000.0,2021,96,4,1,Fri handel
8460,Toftevænget 8,"Højby, 5260 Odense S",2175000.0,2021,121,4,1,Fri handel
8461,Ildfuglevænget 26,"Hjallese, 5260 Odense S",1895000.0,2021,91,4,1,Fri handel
8462,Kærnehøjvej 148,"Højby, 5260 Odense S",2195000.0,2021,148,4,2,Fri handel
8463,"Hørdumsgade 23A, st. tv.",5000 Odense C,1590000.0,2021,67,2,1,Fri handel
8464,Rosenholmvænget 10,"Søhus, 5270 Odense N",1695000.0,2021,85,4,1,Fri handel
8465,Hestehøjvej 57,"Højby, 5260 Odense S",3832000.0,2021,166,5,2,Fri handel
8466,Kærnehøjvej 40,"Højby, 5260 Odense S",2200000.0,2021,126,4,2,Fri handel
8467,Claus Bergs Gade 4A,5000 Odense C,7700000.0,2021,226,6,1,Fri handel
8468,Carl Lunds Vej 30F,5000 Odense C,2995000.0,2021,110,4,1,Fri handel
8469,Lind Hansens Vej 22,5000 Odense C,4295000.0,2021,181,6,2,Fri handel
8470,Persillehaven 4,"Bullerup, 5320 Agedrup",805000.0,2021,129,4,2,Fri handel
8471,Dragebakken 135,"Sanderum, 5250 Odense SV",2195000.0,2021,120,4,1,Fri handel
8472,Persillehaven 29,"Bullerup, 5320 Agedrup",910000.0,2021,165,6,2,Fri handel
8473,Persillehaven 16,"Bullerup, 5320 Agedrup",900000.0,2021,187,7,2,Fri handel
8474,"Nyborgvej 1B, 2. th.",5000 Odense C,1125000.0,2021,43,2,1,Fri handel
8475,Claus Bergs Gade 4B,5000 Odense C,7700000.0,2021,183,5,2,Fri handel
8476,Anderuplunden 103,"Anderup, 5270 Odense N",1500000.0,2021,64,3,1,Fri handel
8477,"Tesdorpfsvej 3, 1.",5000 Odense C,2805000.0,2021,99,3,1,Fri handel
8478,Fangelvej 12,"Fangel, 5260 Odense S",4257000.0,2021,263,8,2,Fri handel
8479,Columbinevej 8,"Lumby, 5270 Odense N",1000000.0,2021,97,3,1,Fri handel
8480,"Østerled 1, 1. tv.",5000 Odense C,2000000.0,2021,89,3,1,Fri handel
8481,Søparken 44,"Hjallese, 5260 Odense S",3475000.0,2021,186,7,2,Fri handel
8482,"Store Gråbrødrestræde 4, 2.",5000 Odense C,3100000.0,2021,125,6,1,Fri handel
8483,Ingrids Allé 13,"Dalum, 5250 Odense SV",3600000.0,2021,148,5,2,Fri handel
8484,Persillehaven 22,"Bullerup, 5320 Agedrup",1022222.0,2021,203,6,2,Fri handel
8485,"Rugårdsvej 30, 2. tv.",5000 Odense C,2320000.0,2021,90,3,1,Fri handel
8486,Sortebrødre Torv 5,5000 Odense C,5000000.0,2021,71,3,1,Fri handel
8487,Smallemålet 42,"Sanderum, 5250 Odense SV",2645000.0,2021,129,5,1,Fri handel
8488,Langebjergvej 3,"Blommenslyst, 5491 Blommenslyst",3900000.0,2021,219,6,3,Fri handel
8489,"Falen 25, 1. th.",5000 Odense C,3100000.0,2021,100,3,1,Fri handel
8490,"Dronningensgade 117, st.",5000 Odense C,1650000.0,2021,64,3,1,Fri handel
8491,Rosenørnsvej 4,5230 Odense M,4800000.0,2021,138,5,1,Fri handel
8492,Lille Tornbjerg Vej 105,"Tornbjerg, 5220 Odense SØ",2100000.0,2021,95,4,1,Fri handel
8493,Persillehaven 33,"Bullerup, 5320 Agedrup",1050000.0,2021,155,6,2,Fri handel
8494,Østrupvej 1,"Tarup, 5210 Odense NV",3900000.0,2021,172,5,1,Fri handel
8495,Spangsvej 39C,"Paarup, 5210 Odense NV",1100000.0,2021,179,7,2,Fri handel
8496,Herluf Trolles Vej 177,5220 Odense SØ,2075000.0,2021,105,3,1,Fri handel
8497,Sigurd Rings Vej 23,"Bolbro, 5200 Odense V",2500000.0,2021,147,6,2,Fri handel
8498,Langelinie 6A,5230 Odense M,9900000.0,2021,248,6,3,Fri handel
8499,Vinkældervej 20A,5000 Odense C,950000.0,2021,95,4,2,Fri handel
8500,Stendyssen 73,"Bellinge, 5250 Odense SV",955710.0,2021,185,5,2,Fri handel
8502,Skippervej 16,"Stige, 5270 Odense N",2375000.0,2021,161,6,1,Fri handel
8503,Nørrebjergvej 68,"Over Holluf, 5220 Odense SØ",1500000.0,2021,145,5,1,Fri handel
8504,Dragebakken 175,"Sanderum, 5250 Odense SV",2250000.0,2021,120,5,2,Fri handel
8505,Ridderhatten 302,"Tornbjerg, 5220 Odense SØ",2470000.0,2021,112,5,1,Fri handel
8506,"Østre Stationsvej 39B, 9. mf.",5000 Odense C,3200000.0,2021,107,2,1,Fri handel
8507,Vestbirkvej 8,"Seden, 5240 Odense NØ",1625000.0,2021,173,12,2,Fri handel
8508,Tjørnevej 9,5220 Odense SØ,1998000.0,2021,90,3,2,Fri handel
8509,Søparken 126,"Hjallese, 5260 Odense S",3365000.0,2021,172,5,3,Fri handel
8510,Svenstrupvej 68,"Skt Klemens, 5260 Odense S",1760000.0,2021,94,4,1,Fri handel
8511,"Heliosvænget 40, 1. 3.","Dalum, 5250 Odense SV",525000.0,2021,33,2,1,Fri handel
8512,Egegårdsvej 10,"Hjallese, 5260 Odense S",2026000.0,2021,148,5,3,Fri handel
8513,Davinde Bygade 3,"Davinde, 5220 Odense SØ",2500000.0,2021,289,6,2,Fri handel
8514,J.C. La Cours Vej 13B,5000 Odense C,10500000.0,2021,75,3,1,Fri handel
8515,Rønnehaven 6,"Bullerup, 5320 Agedrup",2300000.0,2021,169,6,2,Fri handel
8516,Leifsvænget 6,"Højstrup, 5210 Odense NV",2950000.0,2021,138,3,2,Fri handel
8517,Stendyssen 16,"Bellinge, 5250 Odense SV",950850.0,2021,183,5,2,Fri handel
8518,Østergårds Allé 35,"Dalum, 5250 Odense SV",2995000.0,2021,91,3,1,Fri handel
8519,Fuglebakken 160,"Snestrup, 5210 Odense NV",1660000.0,2021,79,2,1,Fri handel
8520,Stenløsegyden 39,"Stenløse, 5260 Odense S",2750000.0,2021,192,6,2,Fri handel
8521,Hegnet 9,"Næsby, 5270 Odense N",1750000.0,2021,100,3,1,Fri handel
8522,"Faaborgvej 11, 1.","Dalum, 5250 Odense SV",1480000.0,2021,109,4,1,Fri handel
8523,Døckerslundsvej 89,5000 Odense C,2145000.0,2021,130,5,2,Fri handel
8524,Thurøgade 17,5000 Odense C,4730000.0,2021,180,6,3,Fri handel
8525,Askvej 3,"Dyrup, 5250 Odense SV",2100000.0,2021,110,4,1,Fri handel
8526,Trykstokken 15,"Bellinge, 5250 Odense SV",786000.0,2021,121,2,2,Fri handel
8527,Bjergfyrvangen 47,"Stige, 5270 Odense N",1995000.0,2021,108,4,2,Fri handel
8528,"Døckerslundsvej 2B, 3. th.",5000 Odense C,1700000.0,2021,79,3,1,Fri handel
8529,Kærnehøjvej 13,"Højby, 5260 Odense S",2625000.0,2021,183,7,2,Fri handel
8530,Uglevangen 2,"Snestrup, 5210 Odense NV",1550000.0,2021,127,4,1,Fri handel
8531,"Jens Benzons Gade 17, st. tv.",5000 Odense C,1335000.0,2021,53,2,1,Fri handel
8532,"Damhusvej 63, 1.",5000 Odense C,2750000.0,2021,58,3,1,Fri handel
8533,Davinde Skovvej 64,"Davinde, 5220 Odense SØ",3150000.0,2021,229,9,2,Fri handel
8534,"Damhusvej 63, st.",5000 Odense C,2750000.0,2021,106,5,1,Fri handel
8535,Rasmus Rasks Vej 4,5000 Odense C,4900000.0,2021,148,6,1,Fri handel
8536,Njalsvej 193,"Højstrup, 5210 Odense NV",725000.0,2021,78,4,1,Fri handel
8537,Herluf Trolles Vej 301,5220 Odense SØ,2530000.0,2021,117,4,1,Fri handel
8538,"Guldrankevej 21, 2. 2.",5200 Odense V,2295000.0,2021,82,2,1,Fri handel
8539,"Guldrankevej 21, st. 3.",5200 Odense V,2195000.0,2021,82,2,1,Fri handel
8540,Kristiansdals Allé 82,"Dalum, 5250 Odense SV",2995000.0,2021,87,4,2,Fri handel
8541,Skt. Jørgens Engen 13,5000 Odense C,2795000.0,2021,108,4,2,Fri handel
8542,Colbjørnsensvej 26,5000 Odense C,7400000.0,2021,228,6,2,Fri handel
8543,Bådvej 1,5240 Odense NØ,1350000.0,2021,125,4,2,Fri handel
8544,Aurikelvej 2,5000 Odense C,2395000.0,2021,115,5,2,Fri handel
8545,Lorentsvænget 17,"Næsbyhoved-Broby, 5270 Odense N",5600000.0,2021,230,6,2,Fri handel
8546,Prins Haralds Allé 178,"Sanderum, 5250 Odense SV",1925000.0,2021,88,4,1,Fri handel
8547,Krogsløkkeparken 49,"Seden, 5240 Odense NØ",1600000.0,2021,116,4,1,Fri handel
8548,Abels Allé 1,"Sanderum, 5250 Odense SV",2325000.0,2021,88,4,1,Fri handel
8549,Saxovej 129,"Tarup, 5210 Odense NV",1850000.0,2021,111,4,1,Fri handel
8550,Kildegårdsvej 125,5240 Odense NØ,1950000.0,2021,184,7,2,Fri handel
8551,Skt. Jørgens Engen 21,5000 Odense C,10980000.0,2021,108,4,2,Fri handel
8552,Krogsløkkeparken 25,"Seden, 5240 Odense NØ",2150000.0,2021,197,6,1,Fri handel
8553,Skt. Jørgens Engen 5,5000 Odense C,2695000.0,2021,100,4,2,Fri handel
8554,"Læssøegade 18, 1. tv.",5000 Odense C,2185000.0,2021,89,3,1,Fri handel
8555,Pilebakken 15,"Skt Klemens, 5260 Odense S",4240000.0,2021,188,4,2,Fri handel
8556,"Guldrankevej 1, st. 3.",5200 Odense V,2195000.0,2021,82,2,1,Fri handel
8557,"Læssøegade 35A, 1.",5000 Odense C,2950000.0,2021,110,4,1,Fri handel
8558,Morelvej 6,"Sanderum, 5250 Odense SV",1775000.0,2021,113,4,2,Fri handel
8559,Henriettevej 17,5000 Odense C,4900000.0,2021,191,6,3,Fri handel
8560,Skippervænget 5,5000 Odense C,2625000.0,2021,119,4,1,Fri handel
8561,Sanderumvej 26,"Sanderum, 5250 Odense SV",3305000.0,2021,160,5,2,Fri handel
8562,Rugårdsvej 226F,"Tarup, 5210 Odense NV",2310000.0,2021,140,5,2,Fri handel
8563,"Rugårdsvej 118, 1.",5000 Odense C,1325000.0,2021,60,2,1,Fri handel
8564,Dragebakken 530,"Sanderum, 5250 Odense SV",2025000.0,2021,153,5,2,Fri handel
8565,Lindvedvej 57,"Lindved, 5260 Odense S",1915000.0,2021,158,4,1,Fri handel
8566,Kærnehøjvej 164,"Højby, 5260 Odense S",1875000.0,2021,95,4,1,Fri handel
8567,Krengerupvænget 10,5230 Odense M,2495000.0,2021,89,4,1,Fri handel
8568,Kirstens Allé 1,"Dalum, 5250 Odense SV",3150000.0,2021,219,8,2,Fri handel
8569,Musvågevej 145,"Snestrup, 5210 Odense NV",1940000.0,2021,107,4,1,Fri handel
8570,Skovhaven 68,"Bullerup, 5320 Agedrup",1775000.0,2021,120,4,2,Fri handel
8571,Højbyvej 4,"Højby, 5260 Odense S",8984000.0,2021,330,1,3,Fri handel
8572,Hannerupgårdsvej 49,5230 Odense M,5295000.0,2021,167,6,2,Fri handel
8573,Espestok 70,"Trøstrup, 5210 Odense NV",4100000.0,2021,158,5,2,Fri handel
8574,Duftrankevej 112B,5200 Odense V,2670000.0,2021,102,4,2,Fri handel
8575,"Allégade 71, st. th.",5000 Odense C,1495000.0,2021,56,2,1,Fri handel
8576,Bakketoppen 29,"Bellinge, 5250 Odense SV",1661250.0,2021,124,4,2,Fri handel
8577,Astrupvej 48,5000 Odense C,3700000.0,2021,181,5,2,Fri handel
8578,Ingrids Allé 41,"Dalum, 5250 Odense SV",2785000.0,2021,104,4,1,Fri handel
8579,Åsumvej 445,5240 Odense NØ,1350000.0,2021,92,4,1,Fri handel
8580,"Skibhusvej 177, st. 3.",5000 Odense C,1405000.0,2021,57,2,1,Fri handel
8581,Sorgenfri Allé 39,"Dalum, 5250 Odense SV",4200000.0,2021,125,4,3,Fri handel
8582,Østergårds Allé 3,"Dalum, 5250 Odense SV",6650000.0,2021,263,9,3,Fri handel
8583,"Klosterbakken 8A, 2. th.",5000 Odense C,4735000.0,2021,107,3,1,Fri handel
8584,Rådyrløkken 137,"Slukefter, 5210 Odense NV",1695000.0,2021,120,4,2,Fri handel
8585,"Rugårdsvej 63, 2.",5000 Odense C,1600000.0,2021,60,2,1,Fri handel
8586,Skt. Jørgens Engen 17,5000 Odense C,2695000.0,2021,100,4,2,Fri handel
8587,"Baumgartensvej 35, 2.",5000 Odense C,1250000.0,2021,53,2,1,Fri handel
8588,Skt. Jørgens Engen 11,5000 Odense C,2795000.0,2021,108,4,2,Fri handel
8589,Karl Withs Vej 3,5000 Odense C,4995000.0,2021,166,6,3,Fri handel
8590,"Tesdorpfsvej 4, st.",5000 Odense C,5350000.0,2021,92,3,1,Fri handel
8591,"Tesdorpfsvej 4, 2.",5000 Odense C,5350000.0,2021,79,3,1,Fri handel
8592,"Tesdorpfsvej 4, 1.",5000 Odense C,5350000.0,2021,92,3,1,Fri handel
8593,Faaborgvej 164,"Sanderum, 5250 Odense SV",1625000.0,2021,93,3,1,Fri handel
8594,Over-Holluf-Vej 62,"Over Holluf, 5220 Odense SØ",2675000.0,2021,154,5,3,Fri handel
8595,Hjulets Kvarter 64,"Holluf Pile, 5220 Odense SØ",1255000.0,2021,60,3,1,Fri handel
8596,"Æbleparken 180, st.","Søhus, 5270 Odense N",254897.0,2021,59,2,1,Fri handel
8597,Steinsgade 15E,5000 Odense C,1395000.0,2021,63,3,1,Fri handel
8598,Hyrdinden 10,"Næsby, 5270 Odense N",2312500.0,2021,158,6,1,Fri handel
8599,Snedkerstræde 5,"Aasum, 5240 Odense NØ",2600000.0,2021,164,5,2,Fri handel
8600,Sparretornvej 37,5230 Odense M,2925000.0,2021,175,6,2,Fri handel
8601,Østparken 111,"Fraugde, 5220 Odense SØ",2495000.0,2021,150,5,1,Fri handel
8602,"Gyldenløvesgade 9, 1. tv.",5000 Odense C,1695000.0,2021,71,3,1,Fri handel
8603,"Stolbergsvej 4, st.",5230 Odense M,3025000.0,2021,104,4,1,Fri handel
8604,Ramsherred 7,5000 Odense C,2900000.0,2021,80,2,1,Fri handel
8605,Lerhusene 8,"Vester Kærby, 5330 Munkebo",3000000.0,2021,190,3,1,Fri handel
8606,Thurøgade 62,5000 Odense C,3100000.0,2021,107,4,1,Fri handel
8607,Nøglens Kvarter 125,"Holluf Pile, 5220 Odense SØ",1620000.0,2021,95,4,1,Fri handel
8608,Njalsvej 49,"Højstrup, 5210 Odense NV",1495000.0,2021,78,4,1,Fri handel
8609,Døckerslundsvej 67,5000 Odense C,3350000.0,2021,134,6,2,Fri handel
8610,"Stolbergsvej 4, 1.",5230 Odense M,3025000.0,2021,74,3,1,Fri handel
8611,Skt. Jørgens Engen 41,5000 Odense C,3295000.0,2021,100,4,2,Fri handel
8612,"Louisevænget 14, st. 6.","Næsby, 5270 Odense N",390000.0,2021,29,1,1,Fri handel
8613,"Lotusvej 2, 1. tv.","Sanderum, 5250 Odense SV",1595000.0,2021,91,3,1,Fri handel
8614,Østrupvej 45,"Tarup, 5210 Odense NV",1995000.0,2021,84,3,1,Fri handel
8615,Windelsvej 68,5000 Odense C,4275000.0,2021,137,6,2,Fri handel
8617,Guldrankevej 120,5200 Odense V,2995000.0,2021,118,4,2,Fri handel
8618,Jernbane Allé 33,"Dalum, 5250 Odense SV",5400000.0,2021,124,5,2,Fri handel
8619,Astrupvej 16,5000 Odense C,3975000.0,2021,200,6,2,Fri handel
8620,"Æbleparken 14, 3.","Søhus, 5270 Odense N",920000.0,2021,59,2,1,Fri handel
8621,Billesgade 35,5000 Odense C,2400000.0,2021,94,4,1,Fri handel
8622,Vilhelminevej 1,5000 Odense C,3210000.0,2021,140,5,1,Fri handel
8623,Store Klaus 45,"Næsby, 5270 Odense N",1850000.0,2021,116,5,2,Fri handel
8624,Broløkkevej 36,"Sanderum, 5250 Odense SV",2925000.0,2021,183,9,1,Fri handel
8625,Pomosavej 39,"Søhus, 5270 Odense N",2120000.0,2021,123,4,1,Fri handel
8626,"Lotusvej 6, 2. tv.","Sanderum, 5250 Odense SV",1595000.0,2021,94,4,1,Fri handel
8627,Ellekærsvej 33,"Dalum, 5250 Odense SV",2747000.0,2021,107,4,3,Fri handel
8628,Rødtjørnvej 51,"Ejlstrup, 5200 Odense V",3900000.0,2021,180,6,2,Fri handel
8629,Zahrtmannsvej 36,5230 Odense M,2225000.0,2021,90,4,1,Fri handel
8630,"Henriettevej 21, 1.",5000 Odense C,2675000.0,2021,120,5,2,Fri handel
8631,Grønvej 99,"Volderslev, 5260 Odense S",1370000.0,2021,86,4,1,Fri handel
8632,"Skibhusvej 11, 2. th.",5000 Odense C,1499000.0,2021,68,2,1,Fri handel
8633,Villestoftemarken 60,"Villestofte, 5210 Odense NV",2950000.0,2021,139,5,1,Fri handel
8634,"Skibhusvej 145, 2. tv.",5000 Odense C,1135000.0,2021,50,2,1,Fri handel
8635,Døckerslundsvej 168,5000 Odense C,2950000.0,2021,173,6,2,Fri handel
8636,"Absalonsgade 8, st.",5000 Odense C,1990000.0,2021,81,3,1,Fri handel
8637,"Nørregade 31C, 3. tv.",5000 Odense C,3025000.0,2021,87,3,1,Fri handel
8638,Arkonavej 22,5000 Odense C,2445000.0,2021,116,5,1,Fri handel
8639,Lindevej 22,"Dalum, 5250 Odense SV",4995000.0,2021,160,4,3,Fri handel
8640,Langelinie 159,5230 Odense M,17775000.0,2021,375,11,4,Fri handel
8641,Enggårdsvej 25,"Anderup, 5270 Odense N",2025000.0,2021,102,5,1,Fri handel
8642,Åløkkehaven 26,5000 Odense C,3925000.0,2021,134,5,2,Fri handel
8643,Rulkehøjen 14,"Hjallese, 5260 Odense S",1875000.0,2021,120,4,1,Fri handel
8644,Krumtappen 5,"Hjallese, 5260 Odense S",1595000.0,2021,152,4,1,Fri handel
8645,Bækholmen 38,"Seden, 5240 Odense NØ",1595000.0,2021,99,3,1,Fri handel
